Wall time,Step,Value
1699362365.6656187,0,0.6045454740524292
1699362589.9616191,1,0.599819540977478
1699362813.5912457,2,0.5972659587860107
1699363039.6915574,3,0.5951900482177734
1699363274.8718123,4,0.5933749079704285
1699363506.709135,5,0.5921370387077332
1699363731.2037923,6,0.5912789106369019
1699363955.0824964,7,0.5899959802627563
1699364215.264808,8,0.5889930725097656
1699364440.9417996,9,0.5883563160896301
1699364679.7984715,10,0.5873122215270996
1699364906.2383726,11,0.5865235328674316
1699365138.0573714,12,0.5853482484817505
1699365360.4136455,13,0.5844407081604004
1699365582.8597827,14,0.5837247371673584
1699365816.4015431,15,0.5828360915184021
1699366046.9187076,16,0.5823342800140381
1699366270.3964856,17,0.5808720588684082
1699366491.6232395,18,0.5798621773719788
1699366714.050528,19,0.5788120031356812
1699366937.1801448,20,0.5781047940254211
1699367164.1931827,21,0.5771107077598572
1699367389.7456458,22,0.5758119821548462
1699367615.5842,23,0.5747368931770325
1699367841.7320778,24,0.5736011862754822
1699368069.5419986,25,0.5725083947181702
1699368295.4662175,26,0.571496307849884
1699368520.834772,27,0.5705990791320801
1699368746.7532325,28,0.5694219470024109
1699368972.9081686,29,0.5684586763381958
1699369198.1973877,30,0.5675737857818604
1699369427.310798,31,0.5674578547477722
1699369650.7430623,32,0.5676618218421936
1699369873.0001397,33,0.5676523447036743
1699370095.5354774,34,0.567448616027832
1699370318.6105769,35,0.5675942897796631
1699370534.309337,36,0.5675249695777893
1699370749.4307868,37,0.5676096081733704
1699370966.3887224,38,0.5676025748252869
1699371198.9036608,39,0.5674911737442017
1699371426.744121,40,0.5675521492958069
1699371654.952387,41,0.5675328969955444
1699371882.971038,42,0.5675011277198792
1699372109.9000127,43,0.567664384841919
1699372336.794375,44,0.5675742030143738
1699372563.4210007,45,0.5673714280128479
1699372790.035571,46,0.5675447583198547
1699373016.7465022,47,0.5674282908439636
1699373243.9095645,48,0.5673782229423523
1699373471.2442124,49,0.5674577951431274
1699373698.3399513,50,0.5674211978912354
1699373926.0790012,51,0.5672850608825684
1699374150.5593975,52,0.567314088344574
1699374374.1629288,53,0.5673691630363464
1699374596.690016,54,0.5673817992210388
